geneSymbol,diseaseId,diseaseName
NFE2L2,C1306571,Hepatic Insufficiency
NOS2,C1306571,Hepatic Insufficiency
NOS3,C1306571,Hepatic Insufficiency
RELA,C1306571,Hepatic Insufficiency
TGFB1,C1306571,Hepatic Insufficiency
KEAP1,C1306571,Hepatic Insufficiency
CYGB,C1306571,Hepatic Insufficiency
LIPC,C3151466,HEPATIC LIPASE DEFICIENCY (disorder)
AHCY,C0268621,Hepatic methionine adenosyltransferase deficiency
MAT1A,C0268621,Hepatic methionine adenosyltransferase deficiency
GNMT,C0268621,Hepatic methionine adenosyltransferase deficiency
TSPO,C0751198,Hepatic Stupor
GABRA1,C0751198,Hepatic Stupor
GABRB1,C0751198,Hepatic Stupor
GABRG2,C0751198,Hepatic Stupor
GC,C0751198,Hepatic Stupor
GLUL,C0751198,Hepatic Stupor
LTA,C0751198,Hepatic Stupor
MAOA,C0751198,Hepatic Stupor
MAOB,C0751198,Hepatic Stupor
NOS1,C0751198,Hepatic Stupor
OPRM1,C0751198,Hepatic Stupor
PRKDC,C0751198,Hepatic Stupor
TNF,C0751198,Hepatic Stupor
F5,C0019154,Hepatic Vein Thrombosis
JAK2,C0019154,Hepatic Vein Thrombosis
CSF3,C0019156,Hepatic Veno-Occlusive Disease
OCLN,C0019156,Hepatic Veno-Occlusive Disease
SP110,C1856128,Hepatic venoocclusive disease with immunodeficiency
PARP1,C0019158,Hepatitis
ALB,C0019158,Hepatitis
FASLG,C0019158,Hepatitis
ATP7B,C0019158,Hepatitis
CAT,C0019158,Hepatitis
F2R,C0019158,Hepatitis
GZMB,C0019158,Hepatitis
HMOX1,C0019158,Hepatitis
IFNG,C0019158,Hepatitis
INS,C0019158,Hepatitis
ENPP2,C0019158,Hepatitis
SPARC,C0019158,Hepatitis
TF,C0019158,Hepatitis
KEAP1,C0019158,Hepatitis
GNMT,C0019158,Hepatitis
CYP2A6,C0019163,Hepatitis B
HP,C0019163,Hepatitis B
IFNA1,C0019163,Hepatitis B
IFNA2,C0019163,Hepatitis B
IFNAR2,C0019163,Hepatitis B
IFNB1,C0019163,Hepatitis B
IFNG,C0019163,Hepatitis B
IFNGR1,C0019163,Hepatitis B
IL10RB,C0019163,Hepatitis B
LOX,C0019163,Hepatitis B
LOXL2,C0019163,Hepatitis B
SLC10A1,C0019163,Hepatitis B
MIRLET7C,C0019163,Hepatitis B
MIR100,C0019163,Hepatitis B
MIR122,C0019163,Hepatitis B
MIR125B2,C0019163,Hepatitis B
MIR148A,C0019163,Hepatitis B
MIR190A,C0019163,Hepatitis B
MIR192,C0019163,Hepatitis B
MIR194-2,C0019163,Hepatitis B
MIR204,C0019163,Hepatitis B
MIR28,C0019163,Hepatitis B
MIR99A,C0019163,Hepatitis B
MIR378A,C0019163,Hepatitis B
MIR193B,C0019163,Hepatitis B
MIR455,C0019163,Hepatitis B
MIR885,C0019163,Hepatitis B
MIR365A,C0019163,Hepatitis B
MIR365B,C0019163,Hepatitis B
MIR1468,C0019163,Hepatitis B
MIR378I,C0019163,Hepatitis B
MIR6881,C0019163,Hepatitis B
CCN2,C0524909,"Hepatitis B, Chronic"
HLA-C,C0524909,"Hepatitis B, Chronic"
HLA-DPA1,C0524909,"Hepatitis B, Chronic"
HLA-DPB1,C0524909,"Hepatitis B, Chronic"
HP,C0524909,"Hepatitis B, Chronic"
IFNA2,C0524909,"Hepatitis B, Chronic"
UBE2L3,C0524909,"Hepatitis B, Chronic"
MIR885,C0524909,"Hepatitis B, Chronic"
SCARB1,C0019196,Hepatitis C
CD81,C0019196,Hepatitis C
CCR5,C0019196,Hepatitis C
CYP2A6,C0019196,Hepatitis C
CYP3A4,C0019196,Hepatitis C
HFE,C0019196,Hepatitis C
IFNA2,C0019196,Hepatitis C
IFNG,C0019196,Hepatitis C
LOX,C0019196,Hepatitis C
LOXL2,C0019196,Hepatitis C
LPL,C0019196,Hepatitis C
OPRM1,C0019196,Hepatitis C
PTPRC,C0019196,Hepatitis C
DDX58,C0019196,Hepatitis C
IFNL3,C0019196,Hepatitis C
PTPRC,C1835407,"HEPATITIS C VIRUS, SUSCEPTIBILITY TO"
HP,C0524910,"Hepatitis C, Chronic"
IFNA2,C0524910,"Hepatitis C, Chronic"
ITGB6,C0524910,"Hepatitis C, Chronic"
STS,C0019187,"Hepatitis, Alcoholic"
CXCL8,C0019187,"Hepatitis, Alcoholic"
CCL5,C0019187,"Hepatitis, Alcoholic"
SULT1E1,C0019187,"Hepatitis, Alcoholic"
TNF,C0019187,"Hepatitis, Alcoholic"
LCN2,C0019188,"Hepatitis, Animal"
TFF3,C0019188,"Hepatitis, Animal"
UBD,C0019188,"Hepatitis, Animal"
H19,C0019188,"Hepatitis, Animal"
ACTA2,C0019189,"Hepatitis, Chronic"
ATOX1,C0019189,"Hepatitis, Chronic"
ATP7A,C0019189,"Hepatitis, Chronic"
CASP3,C0019189,"Hepatitis, Chronic"
CAT,C0019189,"Hepatitis, Chronic"
CP,C0019189,"Hepatitis, Chronic"
GPX1,C0019189,"Hepatitis, Chronic"
HGF,C0019189,"Hepatitis, Chronic"
IFNA2,C0019189,"Hepatitis, Chronic"
KRT7,C0019189,"Hepatitis, Chronic"
KRT19,C0019189,"Hepatitis, Chronic"
SMAD2,C0019189,"Hepatitis, Chronic"
MET,C0019189,"Hepatitis, Chronic"
MKI67,C0019189,"Hepatitis, Chronic"
MT1A,C0019189,"Hepatitis, Chronic"
SOD1,C0019189,"Hepatitis, Chronic"
STAT3,C0019189,"Hepatitis, Chronic"
TGFB1,C0019189,"Hepatitis, Chronic"
CCS,C0019189,"Hepatitis, Chronic"
COX17,C0019189,"Hepatitis, Chronic"
GNMT,C0019189,"Hepatitis, Chronic"
COMMD1,C0019189,"Hepatitis, Chronic"
NAT2,C1262760,"Hepatitis, Drug-Induced"
ACTB,C1262760,"Hepatitis, Drug-Induced"
ACTN4,C1262760,"Hepatitis, Drug-Induced"
ADAM8,C1262760,"Hepatitis, Drug-Induced"
AGT,C1262760,"Hepatitis, Drug-Induced"
AHR,C1262760,"Hepatitis, Drug-Induced"
ALB,C1262760,"Hepatitis, Drug-Induced"
ALDH9A1,C1262760,"Hepatitis, Drug-Induced"
ALDOB,C1262760,"Hepatitis, Drug-Induced"
AMBP,C1262760,"Hepatitis, Drug-Induced"
ANXA2,C1262760,"Hepatitis, Drug-Induced"
ANXA6,C1262760,"Hepatitis, Drug-Induced"
APOA1,C1262760,"Hepatitis, Drug-Induced"
APOE,C1262760,"Hepatitis, Drug-Induced"
APOH,C1262760,"Hepatitis, Drug-Induced"
ARG1,C1262760,"Hepatitis, Drug-Induced"
ARNT,C1262760,"Hepatitis, Drug-Induced"
BAX,C1262760,"Hepatitis, Drug-Induced"
BDH1,C1262760,"Hepatitis, Drug-Induced"
BDKRB2,C1262760,"Hepatitis, Drug-Induced"
BLVRB,C1262760,"Hepatitis, Drug-Induced"
BTD,C1262760,"Hepatitis, Drug-Induced"
SERPING1,C1262760,"Hepatitis, Drug-Induced"
C3,C1262760,"Hepatitis, Drug-Induced"
CA3,C1262760,"Hepatitis, Drug-Induced"
CANX,C1262760,"Hepatitis, Drug-Induced"
CAT,C1262760,"Hepatitis, Drug-Induced"
SERPINA6,C1262760,"Hepatitis, Drug-Induced"
CDC25B,C1262760,"Hepatitis, Drug-Induced"
CDS1,C1262760,"Hepatitis, Drug-Induced"
CHRM3,C1262760,"Hepatitis, Drug-Induced"
CKB,C1262760,"Hepatitis, Drug-Induced"
CLU,C1262760,"Hepatitis, Drug-Induced"
ABCC2,C1262760,"Hepatitis, Drug-Induced"
COL3A1,C1262760,"Hepatitis, Drug-Induced"
CP,C1262760,"Hepatitis, Drug-Induced"
CPS1,C1262760,"Hepatitis, Drug-Induced"
CRP,C1262760,"Hepatitis, Drug-Induced"
CSF3,C1262760,"Hepatitis, Drug-Induced"
CTNNB1,C1262760,"Hepatitis, Drug-Induced"
CTSE,C1262760,"Hepatitis, Drug-Induced"
CYP1A2,C1262760,"Hepatitis, Drug-Induced"
CYP2A6,C1262760,"Hepatitis, Drug-Induced"
CYP2B6,C1262760,"Hepatitis, Drug-Induced"
CYP2C19,C1262760,"Hepatitis, Drug-Induced"
CYP2C9,C1262760,"Hepatitis, Drug-Induced"
CYP2E1,C1262760,"Hepatitis, Drug-Induced"
CYP3A4,C1262760,"Hepatitis, Drug-Induced"
CYP8B1,C1262760,"Hepatitis, Drug-Induced"
DBT,C1262760,"Hepatitis, Drug-Induced"
DDB1,C1262760,"Hepatitis, Drug-Induced"
GADD45A,C1262760,"Hepatitis, Drug-Induced"
DHFR,C1262760,"Hepatitis, Drug-Induced"
DLAT,C1262760,"Hepatitis, Drug-Induced"
DSC2,C1262760,"Hepatitis, Drug-Induced"
E2F1,C1262760,"Hepatitis, Drug-Induced"
ECHS1,C1262760,"Hepatitis, Drug-Induced"
EIF4EBP2,C1262760,"Hepatitis, Drug-Induced"
CELA1,C1262760,"Hepatitis, Drug-Induced"
ENO1,C1262760,"Hepatitis, Drug-Induced"
EPHX1,C1262760,"Hepatitis, Drug-Induced"
ERN1,C1262760,"Hepatitis, Drug-Induced"
F3,C1262760,"Hepatitis, Drug-Induced"
ACSL1,C1262760,"Hepatitis, Drug-Induced"
FASN,C1262760,"Hepatitis, Drug-Induced"
FGA,C1262760,"Hepatitis, Drug-Induced"
FLT1,C1262760,"Hepatitis, Drug-Induced"
FMO3,C1262760,"Hepatitis, Drug-Induced"
NR5A2,C1262760,"Hepatitis, Drug-Induced"
GC,C1262760,"Hepatitis, Drug-Induced"
GDI1,C1262760,"Hepatitis, Drug-Induced"
GCLC,C1262760,"Hepatitis, Drug-Induced"
GCLM,C1262760,"Hepatitis, Drug-Induced"
GOT1,C1262760,"Hepatitis, Drug-Induced"
GPD1,C1262760,"Hepatitis, Drug-Induced"
GRK4,C1262760,"Hepatitis, Drug-Induced"
GPT,C1262760,"Hepatitis, Drug-Induced"
CXCL1,C1262760,"Hepatitis, Drug-Induced"
GSN,C1262760,"Hepatitis, Drug-Induced"
GSR,C1262760,"Hepatitis, Drug-Induced"
GSTA4,C1262760,"Hepatitis, Drug-Induced"
GSTM1,C1262760,"Hepatitis, Drug-Induced"
GSTM2,C1262760,"Hepatitis, Drug-Induced"
GSTM3,C1262760,"Hepatitis, Drug-Induced"
GSTM4,C1262760,"Hepatitis, Drug-Induced"
GSTP1,C1262760,"Hepatitis, Drug-Induced"
GSTT1,C1262760,"Hepatitis, Drug-Induced"
HADHA,C1262760,"Hepatitis, Drug-Induced"
CFH,C1262760,"Hepatitis, Drug-Induced"
HLA-A,C1262760,"Hepatitis, Drug-Induced"
HLA-B,C1262760,"Hepatitis, Drug-Induced"
HLA-DQB1,C1262760,"Hepatitis, Drug-Induced"
HLA-DRB1,C1262760,"Hepatitis, Drug-Induced"
HMGB1,C1262760,"Hepatitis, Drug-Induced"
HMOX1,C1262760,"Hepatitis, Drug-Induced"
HPD,C1262760,"Hepatitis, Drug-Induced"
HPX,C1262760,"Hepatitis, Drug-Induced"
HRH2,C1262760,"Hepatitis, Drug-Induced"
HSPA5,C1262760,"Hepatitis, Drug-Induced"
IFNA2,C1262760,"Hepatitis, Drug-Induced"
IFNG,C1262760,"Hepatitis, Drug-Induced"
IGF1,C1262760,"Hepatitis, Drug-Induced"
IL1A,C1262760,"Hepatitis, Drug-Induced"
IL1B,C1262760,"Hepatitis, Drug-Induced"
IL4,C1262760,"Hepatitis, Drug-Induced"
IL6,C1262760,"Hepatitis, Drug-Induced"
IL11,C1262760,"Hepatitis, Drug-Induced"
IL17A,C1262760,"Hepatitis, Drug-Induced"
IL18,C1262760,"Hepatitis, Drug-Induced"
CXCL10,C1262760,"Hepatitis, Drug-Induced"
IRAK1,C1262760,"Hepatitis, Drug-Induced"
ITPR1,C1262760,"Hepatitis, Drug-Induced"
JUND,C1262760,"Hepatitis, Drug-Induced"
KNG1,C1262760,"Hepatitis, Drug-Induced"
KRT8,C1262760,"Hepatitis, Drug-Induced"
KRT18,C1262760,"Hepatitis, Drug-Induced"
LBP,C1262760,"Hepatitis, Drug-Induced"
LCN2,C1262760,"Hepatitis, Drug-Induced"
LGALS3,C1262760,"Hepatitis, Drug-Induced"
FADS1,C1262760,"Hepatitis, Drug-Induced"
LTF,C1262760,"Hepatitis, Drug-Induced"
MAT1A,C1262760,"Hepatitis, Drug-Induced"
DNAJB9,C1262760,"Hepatitis, Drug-Induced"
MDH1,C1262760,"Hepatitis, Drug-Induced"
ME1,C1262760,"Hepatitis, Drug-Induced"
MAP3K5,C1262760,"Hepatitis, Drug-Induced"
MMP2,C1262760,"Hepatitis, Drug-Induced"
MMP9,C1262760,"Hepatitis, Drug-Induced"
ABCC1,C1262760,"Hepatitis, Drug-Induced"
MST1,C1262760,"Hepatitis, Drug-Induced"
MST1R,C1262760,"Hepatitis, Drug-Induced"
MTHFR,C1262760,"Hepatitis, Drug-Induced"
NDUFS3,C1262760,"Hepatitis, Drug-Induced"
NFE2L2,C1262760,"Hepatitis, Drug-Induced"
NME2,C1262760,"Hepatitis, Drug-Induced"
NOTCH1,C1262760,"Hepatitis, Drug-Induced"
PNP,C1262760,"Hepatitis, Drug-Induced"
OGDH,C1262760,"Hepatitis, Drug-Induced"
P4HB,C1262760,"Hepatitis, Drug-Induced"
PAH,C1262760,"Hepatitis, Drug-Induced"
PC,C1262760,"Hepatitis, Drug-Induced"
PCOLCE,C1262760,"Hepatitis, Drug-Induced"
PCYT1A,C1262760,"Hepatitis, Drug-Induced"
PDK4,C1262760,"Hepatitis, Drug-Induced"
PGM1,C1262760,"Hepatitis, Drug-Induced"
ABCB1,C1262760,"Hepatitis, Drug-Induced"
PLAT,C1262760,"Hepatitis, Drug-Induced"
PLG,C1262760,"Hepatitis, Drug-Induced"
PLS3,C1262760,"Hepatitis, Drug-Induced"
POLG,C1262760,"Hepatitis, Drug-Induced"
POLR2G,C1262760,"Hepatitis, Drug-Induced"
PON1,C1262760,"Hepatitis, Drug-Induced"
PPARA,C1262760,"Hepatitis, Drug-Induced"
MED1,C1262760,"Hepatitis, Drug-Induced"
PRKCD,C1262760,"Hepatitis, Drug-Induced"
PRKDC,C1262760,"Hepatitis, Drug-Induced"
PTGS2,C1262760,"Hepatitis, Drug-Induced"
PYGL,C1262760,"Hepatitis, Drug-Induced"
PZP,C1262760,"Hepatitis, Drug-Induced"
RASA1,C1262760,"Hepatitis, Drug-Induced"
RBP1,C1262760,"Hepatitis, Drug-Induced"
S100A11,C1262760,"Hepatitis, Drug-Induced"
CCL2,C1262760,"Hepatitis, Drug-Induced"
SHC1,C1262760,"Hepatitis, Drug-Induced"
SLPI,C1262760,"Hepatitis, Drug-Induced"
SOD1,C1262760,"Hepatitis, Drug-Induced"
SOD2,C1262760,"Hepatitis, Drug-Induced"
SOD3,C1262760,"Hepatitis, Drug-Induced"
SORD,C1262760,"Hepatitis, Drug-Induced"
SORL1,C1262760,"Hepatitis, Drug-Induced"
SPP1,C1262760,"Hepatitis, Drug-Induced"
SRP72,C1262760,"Hepatitis, Drug-Induced"
SULT1E1,C1262760,"Hepatitis, Drug-Induced"
SULT2B1,C1262760,"Hepatitis, Drug-Induced"
SUOX,C1262760,"Hepatitis, Drug-Induced"
TALDO1,C1262760,"Hepatitis, Drug-Induced"
TBXA2R,C1262760,"Hepatitis, Drug-Induced"
TF,C1262760,"Hepatitis, Drug-Induced"
NR2F2,C1262760,"Hepatitis, Drug-Induced"
TGFBR1,C1262760,"Hepatitis, Drug-Induced"
TLR5,C1262760,"Hepatitis, Drug-Induced"
TNF,C1262760,"Hepatitis, Drug-Induced"
CCT3,C1262760,"Hepatitis, Drug-Induced"
TTR,C1262760,"Hepatitis, Drug-Induced"
COL14A1,C1262760,"Hepatitis, Drug-Induced"
VEGFA,C1262760,"Hepatitis, Drug-Induced"
VIM,C1262760,"Hepatitis, Drug-Induced"
VWF,C1262760,"Hepatitis, Drug-Induced"
TUBA1A,C1262760,"Hepatitis, Drug-Induced"
IL1R2,C1262760,"Hepatitis, Drug-Induced"
REEP5,C1262760,"Hepatitis, Drug-Induced"
USP5,C1262760,"Hepatitis, Drug-Induced"
ACOX3,C1262760,"Hepatitis, Drug-Induced"
TAGLN2,C1262760,"Hepatitis, Drug-Induced"
NR0B2,C1262760,"Hepatitis, Drug-Induced"
PEX11A,C1262760,"Hepatitis, Drug-Induced"
GGH,C1262760,"Hepatitis, Drug-Induced"
NR1I2,C1262760,"Hepatitis, Drug-Induced"
WASL,C1262760,"Hepatitis, Drug-Induced"
SELENBP1,C1262760,"Hepatitis, Drug-Induced"
F2RL3,C1262760,"Hepatitis, Drug-Induced"
RGN,C1262760,"Hepatitis, Drug-Induced"
AIFM1,C1262760,"Hepatitis, Drug-Induced"
FCMR,C1262760,"Hepatitis, Drug-Induced"
LRAT,C1262760,"Hepatitis, Drug-Induced"
NREP,C1262760,"Hepatitis, Drug-Induced"
ADIPOQ,C1262760,"Hepatitis, Drug-Induced"
SLC22A8,C1262760,"Hepatitis, Drug-Induced"
FADS2,C1262760,"Hepatitis, Drug-Induced"
GSTO1,C1262760,"Hepatitis, Drug-Induced"
ATG5,C1262760,"Hepatitis, Drug-Induced"
GDA,C1262760,"Hepatitis, Drug-Induced"
EDEM1,C1262760,"Hepatitis, Drug-Induced"
PUM1,C1262760,"Hepatitis, Drug-Induced"
PAN2,C1262760,"Hepatitis, Drug-Induced"
XYLB,C1262760,"Hepatitis, Drug-Induced"
NR1I3,C1262760,"Hepatitis, Drug-Induced"
NR1H4,C1262760,"Hepatitis, Drug-Induced"
ABI1,C1262760,"Hepatitis, Drug-Induced"
NR1H3,C1262760,"Hepatitis, Drug-Induced"
ACTR3,C1262760,"Hepatitis, Drug-Induced"
AASS,C1262760,"Hepatitis, Drug-Induced"
BPNT1,C1262760,"Hepatitis, Drug-Induced"
TUBB4B,C1262760,"Hepatitis, Drug-Induced"
CAP1,C1262760,"Hepatitis, Drug-Induced"
PDLIM5,C1262760,"Hepatitis, Drug-Induced"
PNRC1,C1262760,"Hepatitis, Drug-Induced"
IMMT,C1262760,"Hepatitis, Drug-Induced"
RIPK3,C1262760,"Hepatitis, Drug-Induced"
PARK7,C1262760,"Hepatitis, Drug-Induced"
CCT5,C1262760,"Hepatitis, Drug-Induced"
GANAB,C1262760,"Hepatitis, Drug-Induced"
BRD4,C1262760,"Hepatitis, Drug-Induced"
PANX1,C1262760,"Hepatitis, Drug-Induced"
HACL1,C1262760,"Hepatitis, Drug-Induced"
SLC13A4,C1262760,"Hepatitis, Drug-Induced"
HAVCR1,C1262760,"Hepatitis, Drug-Induced"
EIF2AK1,C1262760,"Hepatitis, Drug-Induced"
ERLEC1,C1262760,"Hepatitis, Drug-Induced"
CFAP20,C1262760,"Hepatitis, Drug-Induced"
NOX4,C1262760,"Hepatitis, Drug-Induced"
IL22,C1262760,"Hepatitis, Drug-Induced"
TMED7,C1262760,"Hepatitis, Drug-Induced"
LAP3,C1262760,"Hepatitis, Drug-Induced"
HAO2,C1262760,"Hepatitis, Drug-Induced"
ATP6V1D,C1262760,"Hepatitis, Drug-Induced"
DHRS7,C1262760,"Hepatitis, Drug-Induced"
SPIN2A,C1262760,"Hepatitis, Drug-Induced"
UGT1A9,C1262760,"Hepatitis, Drug-Induced"
OCIAD1,C1262760,"Hepatitis, Drug-Induced"
TMEM38B,C1262760,"Hepatitis, Drug-Induced"
ECHDC1,C1262760,"Hepatitis, Drug-Induced"
DNAJC12,C1262760,"Hepatitis, Drug-Induced"
MCCC1,C1262760,"Hepatitis, Drug-Induced"
COQ9,C1262760,"Hepatitis, Drug-Induced"
SENP2,C1262760,"Hepatitis, Drug-Induced"
TCTN1,C1262760,"Hepatitis, Drug-Induced"
UBA5,C1262760,"Hepatitis, Drug-Induced"
UNC93B1,C1262760,"Hepatitis, Drug-Induced"
MAP1LC3B,C1262760,"Hepatitis, Drug-Induced"
SESN2,C1262760,"Hepatitis, Drug-Induced"
SLC10A7,C1262760,"Hepatitis, Drug-Induced"
TMEM164,C1262760,"Hepatitis, Drug-Induced"
TMEM117,C1262760,"Hepatitis, Drug-Induced"
DGAT2,C1262760,"Hepatitis, Drug-Induced"
ATOH8,C1262760,"Hepatitis, Drug-Induced"
CADPS2,C1262760,"Hepatitis, Drug-Induced"
SNX18,C1262760,"Hepatitis, Drug-Induced"
RDH13,C1262760,"Hepatitis, Drug-Induced"
SGF29,C1262760,"Hepatitis, Drug-Induced"
SLC25A29,C1262760,"Hepatitis, Drug-Induced"
MTPN,C1262760,"Hepatitis, Drug-Induced"
CCDC80,C1262760,"Hepatitis, Drug-Induced"
NFXL1,C1262760,"Hepatitis, Drug-Induced"
ALDH1L2,C1262760,"Hepatitis, Drug-Induced"
PPTC7,C1262760,"Hepatitis, Drug-Induced"
ZDHHC23,C1262760,"Hepatitis, Drug-Induced"
PTF1A,C1262760,"Hepatitis, Drug-Induced"
H19,C1262760,"Hepatitis, Drug-Induced"
MALAT1,C1262760,"Hepatitis, Drug-Induced"
MIRLET7B,C1262760,"Hepatitis, Drug-Induced"
MIRLET7C,C1262760,"Hepatitis, Drug-Induced"
MIRLET7D,C1262760,"Hepatitis, Drug-Induced"
MIRLET7G,C1262760,"Hepatitis, Drug-Induced"
MIRLET7I,C1262760,"Hepatitis, Drug-Induced"
MIR100,C1262760,"Hepatitis, Drug-Induced"
MIR107,C1262760,"Hepatitis, Drug-Induced"
MIR10A,C1262760,"Hepatitis, Drug-Induced"
MIR10B,C1262760,"Hepatitis, Drug-Induced"
MIR1-1,C1262760,"Hepatitis, Drug-Induced"
MIR122,C1262760,"Hepatitis, Drug-Induced"
MIR125B1,C1262760,"Hepatitis, Drug-Induced"
MIR125B2,C1262760,"Hepatitis, Drug-Induced"
MIR130A,C1262760,"Hepatitis, Drug-Induced"
MIR130B,C1262760,"Hepatitis, Drug-Induced"
MIR132,C1262760,"Hepatitis, Drug-Induced"
MIR141,C1262760,"Hepatitis, Drug-Induced"
MIR142,C1262760,"Hepatitis, Drug-Induced"
MIR143,C1262760,"Hepatitis, Drug-Induced"
MIR148A,C1262760,"Hepatitis, Drug-Induced"
MIR149,C1262760,"Hepatitis, Drug-Induced"
MIR150,C1262760,"Hepatitis, Drug-Induced"
MIR152,C1262760,"Hepatitis, Drug-Induced"
MIR17,C1262760,"Hepatitis, Drug-Induced"
MIR18A,C1262760,"Hepatitis, Drug-Induced"
MIR181C,C1262760,"Hepatitis, Drug-Induced"
MIR188,C1262760,"Hepatitis, Drug-Induced"
MIR191,C1262760,"Hepatitis, Drug-Induced"
MIR192,C1262760,"Hepatitis, Drug-Induced"
MIR193A,C1262760,"Hepatitis, Drug-Induced"
MIR194-1,C1262760,"Hepatitis, Drug-Induced"
MIR19A,C1262760,"Hepatitis, Drug-Induced"
MIR200C,C1262760,"Hepatitis, Drug-Induced"
MIR21,C1262760,"Hepatitis, Drug-Induced"
MIR210,C1262760,"Hepatitis, Drug-Induced"
MIR217,C1262760,"Hepatitis, Drug-Induced"
MIR218-1,C1262760,"Hepatitis, Drug-Induced"
MIR22,C1262760,"Hepatitis, Drug-Induced"
MIR221,C1262760,"Hepatitis, Drug-Induced"
MIR222,C1262760,"Hepatitis, Drug-Induced"
MIR23A,C1262760,"Hepatitis, Drug-Induced"
MIR23B,C1262760,"Hepatitis, Drug-Induced"
MIR27B,C1262760,"Hepatitis, Drug-Induced"
MIR29B2,C1262760,"Hepatitis, Drug-Induced"
MIR29C,C1262760,"Hepatitis, Drug-Induced"
MIR301A,C1262760,"Hepatitis, Drug-Induced"
MIR30A,C1262760,"Hepatitis, Drug-Induced"
MIR30B,C1262760,"Hepatitis, Drug-Induced"
MIR320A,C1262760,"Hepatitis, Drug-Induced"
MIR34A,C1262760,"Hepatitis, Drug-Induced"
MIR34C,C1262760,"Hepatitis, Drug-Induced"
MIR93,C1262760,"Hepatitis, Drug-Induced"
MIR99A,C1262760,"Hepatitis, Drug-Induced"
SULT1C3,C1262760,"Hepatitis, Drug-Induced"
MIR328,C1262760,"Hepatitis, Drug-Induced"
MIR335,C1262760,"Hepatitis, Drug-Induced"
MIR337,C1262760,"Hepatitis, Drug-Induced"
MIR338,C1262760,"Hepatitis, Drug-Induced"
MIR342,C1262760,"Hepatitis, Drug-Induced"
MIR345,C1262760,"Hepatitis, Drug-Induced"
MIR367,C1262760,"Hepatitis, Drug-Induced"
MIR361,C1262760,"Hepatitis, Drug-Induced"
MIR378A,C1262760,"Hepatitis, Drug-Induced"
MIR423,C1262760,"Hepatitis, Drug-Induced"
MIR362,C1262760,"Hepatitis, Drug-Induced"
MIR452,C1262760,"Hepatitis, Drug-Induced"
MIR410,C1262760,"Hepatitis, Drug-Induced"
MIR193B,C1262760,"Hepatitis, Drug-Induced"
MIR497,C1262760,"Hepatitis, Drug-Induced"
MIR499A,C1262760,"Hepatitis, Drug-Induced"
MIR503,C1262760,"Hepatitis, Drug-Induced"
MIR505,C1262760,"Hepatitis, Drug-Induced"
MIR483,C1262760,"Hepatitis, Drug-Induced"
MIR484,C1262760,"Hepatitis, Drug-Induced"
MIR455,C1262760,"Hepatitis, Drug-Induced"
MIR33B,C1262760,"Hepatitis, Drug-Induced"
MIR421,C1262760,"Hepatitis, Drug-Induced"
MIR532,C1262760,"Hepatitis, Drug-Induced"
MIR574,C1262760,"Hepatitis, Drug-Induced"
MIR589,C1262760,"Hepatitis, Drug-Induced"
MIR592,C1262760,"Hepatitis, Drug-Induced"
MIR625,C1262760,"Hepatitis, Drug-Induced"
MIR627,C1262760,"Hepatitis, Drug-Induced"
MIR629,C1262760,"Hepatitis, Drug-Induced"
MIR651,C1262760,"Hepatitis, Drug-Induced"
MIR660,C1262760,"Hepatitis, Drug-Induced"
CCR2,C1262760,"Hepatitis, Drug-Induced"
MIR766,C1262760,"Hepatitis, Drug-Induced"
MIR744,C1262760,"Hepatitis, Drug-Induced"
MIR877,C1262760,"Hepatitis, Drug-Induced"
MIR885,C1262760,"Hepatitis, Drug-Induced"
MIR1468,C1262760,"Hepatitis, Drug-Induced"
MIR1246,C1262760,"Hepatitis, Drug-Induced"
MIR1247,C1262760,"Hepatitis, Drug-Induced"
MIR1249,C1262760,"Hepatitis, Drug-Induced"
MIR1307,C1262760,"Hepatitis, Drug-Induced"
MIR1306,C1262760,"Hepatitis, Drug-Induced"
MIR1285-1,C1262760,"Hepatitis, Drug-Induced"
MIR1291,C1262760,"Hepatitis, Drug-Induced"
MIR1260A,C1262760,"Hepatitis, Drug-Induced"
MIR1304,C1262760,"Hepatitis, Drug-Induced"
MIR1290,C1262760,"Hepatitis, Drug-Induced"
MIR1303,C1262760,"Hepatitis, Drug-Induced"
MIR764,C1262760,"Hepatitis, Drug-Induced"
MIR378C,C1262760,"Hepatitis, Drug-Induced"
MIR1260B,C1262760,"Hepatitis, Drug-Induced"
MIR3615,C1262760,"Hepatitis, Drug-Induced"
MIR4448,C1262760,"Hepatitis, Drug-Induced"
MIR4507,C1262760,"Hepatitis, Drug-Induced"
MIR151B,C1262760,"Hepatitis, Drug-Induced"
MIR4516,C1262760,"Hepatitis, Drug-Induced"
MIR378I,C1262760,"Hepatitis, Drug-Induced"
MIR3591,C1262760,"Hepatitis, Drug-Induced"
MIR4492,C1262760,"Hepatitis, Drug-Induced"
MIR1343,C1262760,"Hepatitis, Drug-Induced"
MIR5588,C1262760,"Hepatitis, Drug-Induced"
MIR5196,C1262760,"Hepatitis, Drug-Induced"
MIR6815,C1262760,"Hepatitis, Drug-Induced"
MIR6852,C1262760,"Hepatitis, Drug-Induced"
MIR7704,C1262760,"Hepatitis, Drug-Induced"
MIR4433B,C1262760,"Hepatitis, Drug-Induced"
MIR7977,C1262760,"Hepatitis, Drug-Induced"
